# ::id 893001
# ::tok We had crossed the Tropic of Capricorn , and the Strait of Magellan opened less than 700 miles to the south .
# ::alignments 0-1.1.1 2-1.1.3 3-1.1.4.1 4-1.1.4.2 5-1.1.4.3.1 6-1.1.4.3.2 8-1.2 9-1.3.1.1 10-1.3.1.2 11-1.3.1.3.1 12-1.3.1.3.2 13-1.3.2 14-1.3.3.2.1 16-1.3.3.3 17-1.3.3.4 18-1.3.3.1.1 19-1.3.3.1.2 20-1.3.3.1.3
(v1 / label
    :H (v2 / label
           :A (v5 / label~e.0)
           :P (v6 / label~e.2)
           :A (v7 / label
                  :E (v11 / label~e.3)
                  :C (v12 / label~e.4)
                  :E (v13 / label
                          :R (v21 / label~e.5)
                          :C (v22 / label~e.6))))
    :L (v3 / label~e.8)
    :H (v4 / label
           :A (v8 / label
                  :E (v14 / label~e.9)
                  :C (v15 / label~e.10)
                  :E (v16 / label
                          :R (v23 / label~e.11)
                          :C (v24 / label~e.12)))
           :P (v9 / label~e.13)
           :A (v10 / label
                   :E (v17 / label
                           :R (v25 / label~e.18)
                           :E (v26 / label~e.19)
                           :C (v27 / label~e.20))
                   :E (v18 / label
                           :C (v28 / label~e.14))
                   :E (v19 / label~e.16)
                   :C (v20 / label~e.17))))
