# ::id 890000
# ::tok Little by little Ned developed a taste for chatting , and I loved hearing the tales of his adventures in the polar seas .
# ::alignments 0-1.1.1.1 1-1.1.1.2 2-1.1.1.3 3-1.1.2 4-1.1.3 5-1.1.4.1 6-1.1.4.2 7-1.1.5.1 8-1.1.5.2 10-1.2 11-1.3.1 12-1.3.2 13-1.3.3.1 14-1.3.3.2.1 15-1.3.3.2.2 16-1.3.3.2.3.2 17-1.3.3.2.3.3.1 18-1.3.3.2.3.3.2 19-1.3.3.2.3.4.1 20-1.3.3.2.3.4.2 21-1.3.3.2.3.4.3 22-1.3.3.2.3.4.4
# ::format ucca
(v1 / label
    :H (v2 / label
           :D (v5 / label
                  :C (v13 / label~e.0)
                  :R (v14 / label~e.1)
                  :C (v15 / label~e.2))
           :A (v6 / label~e.3)
           :D (v7 / label~e.4)
           :A (v8 / label
                  :E (v16 / label~e.5)
                  :C (v17 / label~e.6))
           :P (v9 / label
                  :R (v18 / label~e.7)
                  :C (v19 / label~e.8)))
    :L (v3 / label~e.10)
    :H (v4 / label
           :A (v10 / label~e.11)
           :P (v11 / label~e.12)
           :A (v12 / label
                   :P (v20 / label~e.13)
                   :A (v21 / label
                           :E (v22 / label~e.14)
                           :C (v23 / label~e.15)
                           :E (v24 / label
                                   :A (v25 / label)
                                   :R (v26 / label~e.16)
                                   :P (v27 / label
                                           :E (v29 / label~e.17)
                                           :C (v30 / label~e.18))
                                   :A (v28 / label
                                           :R (v31 / label~e.19)
                                           :E (v32 / label~e.20)
                                           :E (v33 / label~e.21)
                                           :C (v34 / label~e.22)))))))
