# ::id 829000
# ::tok A quarter of an hour later , our trunks were ready .
# ::alignments 0-1.1.1.1.1 1-1.1.1.1.2 2-1.1.1.1.3 3-1.1.1.3 4-1.1.1.4 5-1.1.1.2 7-1.1.2.1 8-1.1.2.2 10-1.1.4
(v1 / label
    :H (v2 / label
           :T (v3 / label
                  :E (v6 / label
                         :E (v12 / label~e.0)
                         :C (v13 / label~e.1)
                         :R (v14 / label~e.2))
                  :E (v7 / label~e.5)
                  :E (v8 / label~e.3)
                  :C (v9 / label~e.4))
           :A (v4 / label
                  :E (v10 / label~e.7)
                  :C (v11 / label~e.8))
           :S (v5 / label~e.10)))
